region,year,gini,atk5,atk1,d9010,d9050,d8020,poorAll4,poorAll5,poorAll6,poorK4,poorK5,poorK6,poorE4,poorE5,poorE6,d5075,d75150,d150,poortp,poorsm,pkidsm,eymed,average
Ireland,2011,0.305,0.079,0.157,3.905,1.96,2.49,5.065,9.994,17.495,4.654,10.63,19.925,5.477,10.683,17.188,21.637,50.879,16.855,7.137,24.685,18.724,21873.809,25386.085
Ireland,2010,0.298,0.075,0.151,3.747,1.929,2.38,4.787,9.281,15.761,4.314,10.369,17.711,5.339,8.223,16.279,23.998,50.322,15.311,6.641,24.917,19.762,22340.879,25649.555
Ireland,2009,0.311,0.082,0.159,3.861,1.991,2.441,3.963,8.923,16.097,3.76,10.512,19.183,3.831,7.544,17.402,24.602,50.128,14.758,5.588,23.754,22.57,22855.079,26946.359
Ireland,2008,0.295,0.072,0.14,3.735,1.89,2.44,3.31,9.247,16.976,3.768,11.78,19.959,3.836,9.998,28.581,22.795,49.93,15.495,5.949,29.882,21.555,25218.246,28903.81
Ireland,2007,0.303,0.078,0.146,3.787,1.899,2.469,3.776,9.91,18.85,4.461,11.214,21.554,4.852,13.824,31.096,24.387,50.727,13.672,6.12,30.93,19.746,26679.395,30548.253
Ireland,2006,0.316,0.084,0.161,3.985,1.922,2.621,4.97,11.414,19.922,6.535,12.795,21.381,4.398,21.112,39.052,24.253,46.108,16.844,6.754,36.679,19.695,25704.302,29919.226
Ireland,2005,0.323,0.09,0.163,4.068,1.953,2.616,4.548,11.889,19.924,5.705,14.307,22.536,3.747,19.812,37.169,22.507,48.673,14.513,8.381,40.331,17.875,23010.441,27077.99
Ireland,2004,0.324,0.09,0.165,4.174,1.936,2.665,5.583,13.141,21.808,7.024,15.596,25.063,5.983,23.705,42.52,21.65,48.638,14.117,10.037,38.537,19.168,21515.526,25107.316
Ireland,2003,0.324,0.089,0.166,4.257,1.927,2.667,6.281,13.999,22.986,7.955,15.42,24.852,6.901,27.665,48.702,21.115,49.783,13.683,9.193,46.011,15.612,20935.247,24022.353
Ireland,2002,0.307,0.079,0.157,4.259,1.89,2.663,7.116,15.053,21.725,7.362,14.873,21.075,9.627,31.435,49.303,17.252,52.144,15.731,10.187,39.79,15.637,19826.73,22218.924
Ireland,2000,0.314,0.083,0.164,4.469,1.876,2.688,7.391,16.165,22.52,7.757,15.751,21.843,15.304,36.871,55.02,17.229,51.96,15.059,11.011,46.76,13.442,16363.254,18397.185
Ireland,1996,0.331,0.091,0.17,4.329,2.014,2.765,4.034,12.32,21.889,4.991,14.385,23.647,2.924,24.423,41.547,21.643,44.9,19.071,11.067,43.37,10.28,11165.601,13282.554
Ireland,1995,0.343,0.098,0.181,4.412,2.074,2.777,4.259,12.858,20.926,5.46,15.456,23.667,2.15,17.655,34.524,22.102,44.679,17.763,11.573,48.653,10.365,10307.388,12500.974
Ireland,1994,0.337,0.094,0.175,4.342,2.096,2.79,2.644,11.723,20.435,3.29,14.059,23.36,3.506,17.374,32.945,22.96,43.272,19.709,10.204,53.695,8.983,9680.55,11786.023
Ireland,1987,0.329,0.092,0.184,4.226,2.088,2.736,4.448,11.07,19.985,4.689,13.743,25.04,,,,24.051,45.658,16.548,,,0.0,6009.606,7174.34
Israel,2018,0.342,0.097,0.195,5.407,2.05,3.029,11.619,17.532,24.053,14.822,22.617,30.504,14.75,22.483,30.292,19.095,40.318,17.97,21.201,40.295,7.682,102086.654,117402.256
Israel,2017,0.343,0.098,0.199,5.785,2.087,3.18,12.414,18.647,24.242,16.124,24.181,30.629,14.319,21.459,27.666,16.928,38.343,20.548,23.124,35.971,7.323,98220.0,112900.966
Israel,2015,0.358,0.107,0.213,6.054,2.121,3.281,13.675,19.794,25.531,18.296,25.552,32.137,14.359,22.456,29.789,16.651,37.453,20.344,25.194,32.65,6.139,91328.876,106058.689
Israel,2016,0.347,0.098,0.197,5.743,2.11,3.209,12.019,18.73,25.147,15.825,24.461,32.07,12.771,19.845,27.923,18.887,37.397,19.255,23.417,37.709,7.16,92755.111,107018.606
Israel,2014,0.361,0.108,0.216,6.106,2.172,3.305,13.153,19.228,25.342,17.462,24.967,32.291,14.96,22.642,29.789,18.304,35.832,20.897,24.271,33.913,6.803,87516.048,103272.716
Israel,2012,0.375,0.116,0.23,6.356,2.281,3.457,12.88,19.758,26.281,17.492,26.806,34.303,13.029,21.09,28.002,17.269,34.536,21.389,25.537,38.825,8.008,79203.657,95571.566
Israel,2013,0.364,0.111,0.216,5.967,2.188,3.284,12.682,18.77,25.571,16.285,23.584,31.88,18.078,26.603,34.091,18.73,36.108,21.579,22.706,35.361,7.283,85636.807,101917.975
Israel,2011,0.369,0.111,0.216,6.133,2.286,3.486,11.778,19.665,27.155,16.719,26.225,34.577,10.379,23.214,33.389,18.251,34.718,20.806,25.663,35.328,7.75,73799.692,89311.435
Israel,2010,0.383,0.123,0.231,6.091,2.288,3.466,11.869,20.109,27.998,16.041,26.585,36.518,11.288,23.0,33.016,19.397,32.537,21.481,25.417,38.229,8.278,70828.253,86745.444
Israel,2009,0.385,0.124,0.236,6.334,2.334,3.564,12.449,19.696,27.185,17.208,26.522,36.153,11.311,21.215,30.71,19.587,32.322,21.569,25.716,37.997,6.976,66618.756,82374.692
Israel,2008,0.377,0.116,0.223,6.058,2.292,3.345,11.729,18.896,25.664,14.846,24.439,32.681,13.639,23.388,32.736,20.176,34.486,20.899,23.606,34.582,7.851,65065.25,79771.315
Israel,2007,0.369,0.111,0.217,5.912,2.25,3.361,11.535,18.862,26.551,15.461,25.308,35.379,12.929,22.011,31.644,19.851,34.156,20.684,24.811,32.985,7.627,61201.095,74105.502
Israel,2006,0.375,0.115,0.222,5.924,2.292,3.462,11.15,19.597,26.353,15.228,27.163,35.227,10.348,19.952,29.305,19.272,33.39,20.175,26.424,34.899,8.183,57479.31,70485.191
Israel,2005,0.383,0.123,0.235,6.172,2.316,3.424,12.277,19.341,26.953,16.499,25.284,34.75,12.383,22.183,31.357,19.132,34.864,20.72,24.151,39.839,7.3,54973.062,67735.006
Israel,2004,0.372,0.113,0.221,6.117,2.279,3.453,11.671,19.679,26.611,14.931,25.915,34.885,13.132,22.33,32.011,20.039,33.321,20.724,24.621,39.306,8.638,52840.523,63897.377
Israel,2003,0.364,0.109,0.217,5.664,2.251,3.263,10.197,17.655,25.776,12.459,22.089,33.175,11.291,21.696,29.572,22.478,34.115,21.318,21.521,31.006,7.156,51002.385,61643.946
Israel,2002,0.358,0.107,0.214,5.382,2.198,3.175,9.289,16.835,24.579,10.737,20.786,31.402,10.092,21.687,28.94,22.058,37.277,19.879,19.807,31.354,7.806,49770.539,59778.098
Israel,2001,0.35,0.102,0.194,5.012,2.161,3.037,7.601,15.589,23.556,7.409,18.028,28.46,13.071,21.686,30.447,23.515,38.428,20.028,16.687,32.873,8.415,52116.249,62914.875
Israel,1997,0.337,0.093,0.18,4.865,2.099,2.896,8.161,13.49,21.928,6.709,13.316,24.448,20.279,26.39,35.268,25.965,40.874,19.845,12.234,26.24,7.211,41343.937,49020.668
Israel,1992,0.305,0.075,0.144,4.116,2.048,2.603,4.984,10.2,18.063,4.705,11.669,21.475,11.177,17.193,25.512,23.728,45.136,19.467,10.776,28.93,4.952,24553.763,28804.534
Israel,1986,0.31,0.077,0.149,4.306,2.039,2.651,4.93,11.732,19.452,5.56,12.621,22.183,5.518,23.474,31.764,23.615,44.744,19.02,11.934,27.834,5.055,7990.0,9307.427
Israel,1979,0.304,0.075,0.142,4.028,1.966,2.616,5.013,11.009,18.933,,,,18.78,29.678,43.031,,,,,,,10.257,11.888
Italy,2016,0.339,0.104,0.224,4.742,2.003,2.738,8.851,14.215,21.05,14.096,21.575,30.64,2.975,7.283,13.424,23.379,37.283,17.763,19.595,37.104,10.474,14978.351,17170.0
Italy,2014,0.331,0.099,0.213,4.622,1.942,2.679,9.116,14.177,20.948,15.172,22.709,30.738,2.875,7.44,14.571,19.857,42.74,14.694,18.664,54.267,10.529,14540.681,16518.658
Italy,2010,0.323,0.09,0.186,4.342,1.961,2.56,7.532,12.422,19.239,12.069,19.018,27.812,3.632,8.59,17.061,24.894,40.99,15.098,17.463,35.837,8.415,15005.176,17176.068
Italy,2008,0.326,0.091,0.181,4.192,1.961,2.585,6.523,12.295,19.64,10.51,18.636,28.719,4.212,10.615,18.748,24.574,42.301,14.49,17.519,32.93,7.275,15011.282,17329.061
Italy,2004,0.332,0.095,0.182,4.287,1.986,2.596,6.783,11.963,19.772,10.303,18.225,28.619,4.757,10.666,20.684,24.902,42.044,14.829,17.366,30.687,6.657,13151.704,15489.212
Italy,2000,0.334,0.097,0.194,4.484,1.965,2.643,7.952,12.971,20.112,11.181,16.801,26.681,5.971,14.064,22.504,23.757,44.347,15.095,16.291,24.774,5.32,11780.064,13735.939
Italy,1998,0.348,0.107,0.218,4.793,1.995,2.722,9.204,14.936,21.455,13.9,19.962,28.476,6.884,15.53,23.758,21.061,44.487,14.49,19.143,32.256,6.124,11101.007,12985.382
Italy,1995,0.34,0.099,0.195,4.684,1.986,2.715,8.815,14.294,21.302,13.957,19.722,28.353,4.768,14.167,22.921,23.275,40.274,16.728,18.992,33.07,5.152,9745.168,11341.102
Italy,1993,0.342,0.1,0.201,4.703,2.062,2.835,8.433,14.214,22.01,12.854,20.167,29.048,5.221,13.855,24.428,22.921,39.016,17.897,18.527,46.349,6.172,9131.23,10694.973
Italy,1991,0.292,0.07,0.138,3.777,1.856,2.5,4.71,10.577,19.199,6.316,14.21,25.688,5.512,15.722,27.376,25.706,46.86,13.225,13.78,22.596,5.078,9032.912,10140.888
Italy,1989,0.304,0.076,0.144,3.926,1.976,2.539,4.357,9.66,17.475,5.067,11.109,21.203,6.006,15.015,25.453,27.981,45.036,15.874,10.847,12.248,4.334,7707.701,8969.192
Italy,1987,0.334,0.093,0.189,4.542,2.155,2.743,6.902,11.33,19.262,9.074,13.797,22.835,6.068,12.614,22.581,24.409,42.958,18.836,13.348,26.197,4.03,6141.16,7345.148
Italy,1986,0.307,0.078,0.15,4.044,1.98,2.516,5.503,10.393,17.415,6.302,11.0,18.54,5.15,13.298,22.129,22.169,49.418,17.413,10.632,20.474,3.939,5543.197,6427.178
Japan,2013,0.316,0.087,0.173,3.902,1.884,2.432,6.384,11.779,17.904,3.649,6.754,13.223,9.933,21.076,29.391,21.663,61.422,10.16,5.444,17.54,8.884,2742344.685,3158993.159
Japan,2010,0.308,0.08,0.154,3.961,1.925,2.425,5.193,11.241,17.066,4.595,8.435,14.009,9.118,20.4,30.269,23.277,58.104,10.185,5.935,29.471,8.907,2863140.281,3340619.541
Japan,2008,0.328,0.091,0.18,4.63,1.97,2.687,8.621,15.319,21.176,6.815,12.066,18.241,12.48,20.632,28.32,20.847,52.872,14.214,8.057,41.706,10.752,2649905.326,3052504.735
Lithuania,2018,0.359,0.107,0.214,5.375,2.265,3.011,8.709,15.009,22.761,8.024,14.54,25.242,11.385,24.666,37.435,20.342,41.686,23.432,8.378,34.556,20.016,8534.319,10356.049
Lithuania,2017,0.371,0.115,0.229,5.55,2.23,3.144,9.747,16.873,23.738,10.371,16.455,23.25,11.811,28.487,41.937,16.54,42.174,24.832,9.773,39.159,21.989,7707.062,9445.979
Lithuania,2016,0.375,0.117,0.232,5.754,2.229,3.069,10.512,16.61,23.969,11.97,16.696,24.273,11.387,25.852,39.275,20.522,40.924,21.858,9.357,42.392,21.054,6972.729,8514.281
Lithuania,2015,0.369,0.113,0.225,5.47,2.245,3.108,9.207,16.417,23.389,9.222,18.331,25.086,8.884,21.303,35.465,16.12,40.285,25.264,14.576,31.547,20.977,6459.431,7975.527
Lithuania,2014,0.378,0.12,0.232,5.286,2.189,3.095,8.775,15.617,22.595,11.089,18.777,25.517,6.173,19.763,33.305,15.262,38.688,27.273,14.599,34.324,19.299,5935.006,7483.678
Lithuania,2013,0.35,0.1,0.195,4.838,2.246,2.874,7.047,12.585,20.415,8.56,14.218,22.294,3.966,14.262,28.632,18.355,44.251,23.176,9.306,32.159,18.755,5505.068,6817.249
Lithuania,2012,0.346,0.098,0.194,4.722,2.126,2.819,6.503,13.953,20.553,7.831,17.728,24.339,2.626,13.547,25.616,19.058,42.181,21.032,14.519,29.783,22.088,5270.1,6399.833
Lithuania,2011,0.321,0.084,0.17,4.467,2.102,2.733,6.071,12.286,19.215,6.792,13.67,19.602,2.492,11.402,26.649,19.446,43.489,23.395,10.94,26.253,18.812,4981.926,5861.072
Lithuania,2010,0.327,0.09,0.186,4.568,2.121,2.698,7.593,12.177,19.286,9.609,14.907,23.331,2.584,5.08,15.491,20.14,42.587,22.366,11.328,26.759,20.356,4412.98,5179.845
Lithuania,2009,0.362,0.112,0.224,5.287,2.217,2.863,9.192,14.628,20.675,12.537,18.299,23.193,1.824,6.319,15.724,15.648,41.909,24.145,15.379,30.966,19.829,4689.27,5736.502
Luxembourg,2019,0.296,0.073,0.14,3.746,1.906,2.411,4.204,9.282,16.447,5.439,14.651,24.002,1.949,4.714,9.023,22.791,44.649,17.909,8.561,39.7,18.377,43129.914,49716.264
Luxembourg,2018,0.308,0.082,0.155,3.798,1.912,2.371,5.46,9.786,15.961,7.337,14.205,22.431,4.362,7.26,11.275,25.543,44.793,15.46,11.038,38.419,10.894,43308.22,49880.061
Luxembourg,2017,0.295,0.075,0.15,3.699,1.888,2.299,5.413,9.496,15.014,5.305,11.025,18.469,7.735,10.547,13.598,27.247,48.149,13.579,7.489,42.192,10.321,40640.24,46015.853
Luxembourg,2016,0.285,0.07,0.137,3.53,1.832,2.257,4.266,8.991,15.356,4.296,9.977,17.967,5.374,9.992,15.408,22.725,51.724,15.575,7.579,36.143,8.26,42638.633,48381.74
Luxembourg,2015,0.284,0.07,0.137,3.509,1.761,2.244,4.913,9.727,15.816,4.899,12.811,21.088,8.322,10.301,13.622,25.683,49.783,11.723,9.909,39.796,9.671,39872.207,44145.511
Luxembourg,2013,0.283,0.067,0.134,3.544,1.847,2.345,4.418,8.736,16.439,6.32,12.746,24.298,1.84,4.008,8.401,27.487,46.888,12.88,8.334,46.991,11.342,38502.698,43245.848
Luxembourg,2010,0.271,0.061,0.118,3.387,1.85,2.227,2.932,6.78,13.542,4.259,10.778,19.643,0.858,1.569,6.639,26.933,49.462,12.826,7.597,42.289,9.203,36379.603,41082.061
Luxembourg,2007,0.277,0.063,0.121,3.317,1.801,2.143,3.147,7.169,14.452,3.361,10.42,20.953,1.394,3.084,8.314,24.463,51.662,13.455,6.535,48.17,9.104,34635.056,39293.069
Luxembourg,2004,0.27,0.06,0.117,3.503,1.842,2.107,3.286,8.882,13.772,4.994,13.494,19.606,0.976,4.739,10.195,18.185,53.967,14.354,11.888,28.801,7.684,32397.793,36451.045
Luxembourg,2000,0.262,0.055,0.105,3.26,1.862,2.163,1.38,5.88,12.336,2.148,8.983,18.26,1.134,3.668,10.501,25.885,52.9,12.231,7.555,29.08,6.749,25875.627,29431.538
Luxembourg,1997,0.261,0.055,0.107,3.257,1.813,2.161,1.927,6.234,13.183,2.796,9.728,20.51,0.666,5.782,11.771,26.19,52.655,11.427,8.015,29.773,7.618,23044.166,25924.808
Luxembourg,1994,0.235,0.044,0.087,2.914,1.719,1.976,1.308,3.735,10.419,2.243,4.105,14.055,0.924,6.87,13.433,29.201,56.9,9.794,2.456,25.644,7.193,22180.246,24164.902
Luxembourg,1991,0.239,0.046,0.089,2.968,1.672,2.057,0.787,4.517,12.192,0.641,4.983,15.915,2.635,11.807,23.063,30.285,56.226,8.506,1.818,53.771,6.133,18972.96,20692.491
Luxembourg,1985,0.236,0.045,0.088,2.942,1.714,2.059,1.445,4.824,10.903,1.303,4.334,12.359,3.574,12.657,22.78,26.295,57.036,12.335,3.454,15.854,6.594,11779.299,12855.882
Mali,2020,0.365,0.109,0.207,5.444,2.333,2.792,8.679,14.249,19.778,8.874,14.665,20.435,6.256,11.915,16.639,18.163,43.54,23.632,13.894,30.352,4.673,555842.618,697548.159
Mali,2019,0.368,0.113,0.219,5.378,2.275,2.892,9.118,14.347,21.274,9.667,15.276,22.59,8.473,12.593,19.546,19.196,42.362,23.166,14.496,32.476,4.248,590437.136,731737.332
Mali,2018,0.339,0.095,0.185,4.78,2.096,2.749,8.244,13.459,21.224,8.808,14.223,22.495,8.355,14.044,20.734,20.016,44.278,21.483,12.987,35.478,5.601,709533.753,836972.175
Mali,2017,0.336,0.094,0.186,4.874,2.088,2.842,8.47,14.829,21.221,8.925,15.5,22.181,8.293,14.564,20.605,18.045,43.045,23.409,14.321,34.632,5.768,588850.972,691600.011
Mali,2016,0.352,0.103,0.2,5.059,2.206,2.804,8.062,13.762,20.69,8.725,14.724,22.038,8.739,14.747,20.584,18.36,42.51,24.406,13.712,35.215,4.627,524655.387,641124.808
Mali,2015,0.347,0.101,0.194,5.132,2.12,2.873,9.212,15.656,21.853,9.828,16.592,22.937,9.362,14.862,21.171,16.906,43.118,23.384,15.671,32.14,4.984,548597.532,657408.923
Mali,2014,0.353,0.104,0.201,5.03,2.176,2.813,8.473,14.544,21.681,8.934,15.482,22.863,10.151,14.454,21.116,18.08,44.965,21.473,14.33,33.385,5.603,470843.282,564129.948
Mali,2013,,,,,,,,,,,,,,,,,,,,,,,
Mali,2011,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2018,0.426,0.153,0.275,6.576,2.565,3.264,10.559,16.29,23.186,13.173,20.251,28.699,15.093,22.589,29.704,20.569,38.937,20.243,19.972,21.994,18.682,69426.779,95336.052
Mexico,2016,0.434,0.158,0.283,6.88,2.649,3.361,10.828,16.875,23.859,13.28,20.584,29.114,13.549,20.853,28.174,20.666,37.544,21.206,20.826,20.36,18.058,60737.685,84645.403
Mexico,2014,0.461,0.18,0.315,7.549,2.833,3.463,11.375,17.112,24.058,14.303,20.978,29.377,13.49,21.661,29.667,20.494,36.483,22.045,20.831,22.218,17.28,48612.447,71708.997
Mexico,2012,0.467,0.182,0.327,8.384,2.915,3.813,13.006,19.096,25.472,16.45,23.947,31.111,16.061,23.472,31.1,19.235,34.956,21.862,24.564,21.614,17.195,47919.511,70446.716
Mexico,2010,0.456,0.175,0.322,8.37,2.836,3.787,13.166,19.056,25.462,16.516,23.457,31.011,15.65,21.571,29.691,18.736,35.324,22.484,24.2,21.309,16.038,43767.562,62840.112
Mexico,2008,0.476,0.19,0.338,9.181,2.957,3.999,13.959,20.039,26.759,17.453,24.788,32.737,17.264,23.977,31.086,19.89,32.173,23.148,25.09,24.038,16.665,44058.351,65416.845
Mexico,2006,0.456,0.174,0.305,7.29,2.805,3.486,10.904,17.167,24.484,13.369,21.006,29.561,15.826,23.275,31.028,20.095,36.795,22.104,21.07,21.335,18.2,40921.348,59677.265
Mexico,2005,0.468,0.185,0.327,8.14,2.879,3.784,12.664,18.867,25.48,15.846,23.44,31.487,16.447,23.554,30.575,19.537,33.368,23.654,23.483,23.879,16.626,35546.506,52652.852
Mexico,2004,0.47,0.184,0.328,8.458,2.934,3.765,12.673,18.417,25.554,15.358,22.25,30.408,19.84,27.444,36.029,19.578,33.729,24.443,21.929,25.237,16.877,31134.888,46368.642
Mexico,2002,0.475,0.185,0.33,9.108,3.029,4.011,13.33,19.797,26.59,16.024,24.298,32.298,21.236,27.162,35.242,18.37,33.533,23.8,24.268,24.926,13.617,26903.875,40406.507
Mexico,2000,0.5,0.206,0.362,10.102,3.238,4.39,15.308,21.37,27.974,19.415,26.377,34.322,22.606,30.163,38.369,17.963,29.813,25.847,26.722,24.443,12.098,23094.011,36479.967
Mexico,1998,0.505,0.213,0.375,10.524,3.204,4.503,15.751,22.018,28.16,20.069,27.632,34.443,23.425,30.816,38.014,16.543,30.273,25.552,27.797,26.936,11.735,15242.047,24103.633
Mexico,1996,0.487,0.197,0.343,8.571,3.049,4.047,12.445,19.378,26.329,15.547,23.968,32.146,18.458,27.189,34.618,18.983,32.785,24.264,24.216,22.508,10.595,10169.035,15802.505
Mexico,1994,0.504,0.211,0.362,9.608,3.247,4.202,13.007,20.823,26.797,15.95,25.007,31.78,19.267,29.482,37.485,17.795,31.99,25.209,24.98,25.669,9.834,7300.0,11793.609
Mexico,1992,0.499,0.209,0.357,8.831,3.093,4.004,13.389,18.91,25.426,16.333,22.81,30.011,18.447,26.083,33.102,18.119,34.073,24.998,22.928,22.26,8.052,6132.785,9828.185
Mexico,1989,0.469,0.185,0.324,7.888,2.86,3.769,12.72,18.776,25.427,15.102,22.033,29.592,17.709,25.687,31.965,18.788,35.439,23.741,22.168,21.822,9.589,3285.144,4862.587
Mexico,1984,0.434,0.154,0.285,7.432,2.765,3.697,11.686,18.651,25.199,12.789,21.092,28.787,19.091,26.204,32.397,18.942,35.506,24.46,20.696,24.438,9.168,180.171,251.884
Netherlands,2018,0.271,0.064,0.126,3.195,1.741,2.126,3.562,7.364,13.829,2.851,7.351,12.416,2.087,5.845,14.427,16.92,59.667,16.062,5.384,23.759,9.971,26996.704,30032.439
Netherlands,2017,0.276,0.068,0.134,3.232,1.742,2.145,3.738,7.638,14.35,3.255,7.648,13.221,1.487,4.954,13.18,16.407,60.913,15.031,5.849,21.709,10.095,26460.558,29507.187
Netherlands,2016,0.273,0.065,0.129,3.252,1.753,2.168,3.582,7.519,14.159,2.989,8.169,13.78,1.041,3.779,12.623,16.603,59.663,15.564,5.361,29.71,10.909,26039.605,28972.706
Netherlands,2015,0.272,0.065,0.127,3.211,1.747,2.136,3.419,6.914,14.222,2.442,7.52,14.936,1.025,3.16,11.771,18.701,58.382,15.398,5.251,24.198,11.62,25134.125,27990.777
Netherlands,2013,0.264,0.061,0.121,3.098,1.748,2.067,2.908,6.156,12.361,1.365,4.865,13.869,1.333,2.249,7.138,22.452,59.742,12.941,2.951,18.726,11.563,22995.283,25675.202
Netherlands,2010,0.257,0.057,0.113,3.033,1.763,2.067,2.73,5.193,11.106,2.211,6.301,13.956,1.814,2.204,7.379,22.393,59.039,12.267,2.925,32.506,11.468,22244.484,24955.603
Netherlands,2007,0.276,0.068,0.13,3.109,1.789,2.055,2.629,5.183,11.554,2.37,5.301,13.221,0.771,3.219,11.096,22.076,59.908,12.715,3.408,20.408,10.61,21471.609,24603.245
Netherlands,2004,0.267,0.065,0.128,3.016,1.737,2.049,3.711,6.338,11.774,4.886,9.15,15.482,0.964,2.453,8.18,21.486,58.659,10.705,7.693,22.833,9.3,18671.843,20908.0
Netherlands,1999,0.232,0.046,0.093,2.792,1.633,1.968,2.58,5.012,11.104,2.896,6.324,12.124,0.558,1.809,14.922,21.458,65.293,6.925,3.137,37.88,9.028,16551.155,17794.21
Netherlands,1993,0.261,0.063,0.139,3.185,1.737,2.156,5.453,8.354,14.015,4.907,7.771,12.646,3.899,6.899,21.312,18.249,63.974,10.006,6.204,26.923,7.543,12488.721,13509.711
Netherlands,1990,0.271,0.069,0.143,3.043,1.732,2.117,4.28,6.735,12.479,5.194,8.419,14.086,3.035,4.058,19.638,20.083,62.35,9.148,5.824,35.082,8.562,12105.659,13428.813
Netherlands,1987,0.236,0.049,0.102,2.762,1.695,2.005,2.447,4.053,8.429,1.231,2.139,6.542,0.161,1.052,7.791,19.486,67.976,10.399,2.099,1.753,7.836,9828.279,10728.338
Netherlands,1983,0.255,0.058,0.122,2.933,1.722,2.059,4.401,6.64,10.598,,,,2.926,5.53,13.566,,,,,,,8991.632,9883.833
Norway,2020,0.262,0.065,0.134,3.146,1.66,2.045,4.738,8.468,14.668,3.127,7.712,14.147,0.985,4.363,13.375,17.86,63.732,10.695,4.393,26.188,13.935,432556.734,468085.702
Norway,2019,0.26,0.063,0.131,3.13,1.654,2.04,4.649,8.41,14.443,3.242,7.874,14.251,0.973,4.266,12.967,18.067,63.526,10.533,4.499,26.558,14.133,424218.777,458075.278
Norway,2016,0.26,0.063,0.131,3.105,1.651,2.025,4.602,8.192,14.154,3.361,7.539,13.887,0.895,4.486,12.985,18.223,63.768,10.47,4.707,22.945,14.067,385523.91,417369.13
Norway,2013,0.252,0.059,0.122,3.037,1.636,1.995,4.475,7.884,13.777,2.977,6.694,12.783,0.776,4.465,14.395,17.916,65.25,10.14,4.027,22.18,13.814,359341.301,385971.108
Norway,2010,0.247,0.057,0.12,2.931,1.61,1.949,4.543,7.63,13.046,2.165,5.05,10.47,0.844,5.513,16.207,17.27,67.732,9.948,3.047,16.89,13.082,317779.883,339589.202
Norway,2007,0.246,0.056,0.115,2.934,1.606,1.953,4.22,7.69,13.13,2.255,5.136,10.264,0.969,8.467,20.658,16.898,68.199,9.767,3.077,17.619,13.171,280874.0,300326.142
Norway,2004,0.261,0.065,0.123,2.868,1.604,1.936,3.774,7.123,12.81,2.634,5.307,10.318,0.876,8.468,22.958,17.85,67.891,8.952,3.266,15.09,14.701,233083.692,255918.827
Norway,2000,0.256,0.064,0.121,2.81,1.59,1.922,3.051,6.534,12.35,1.939,3.696,7.792,1.371,12.254,28.896,16.492,70.94,8.872,1.992,12.057,14.636,200661.396,219774.892
Norway,1995,0.241,0.054,0.108,2.857,1.579,1.965,3.187,6.974,13.35,2.358,4.097,10.584,0.77,13.565,28.482,19.139,69.373,7.391,2.194,13.779,15.218,152703.131,162250.997
Norway,1991,0.233,0.048,0.098,2.796,1.577,1.905,2.498,6.624,12.316,1.943,5.247,10.114,0.877,14.019,29.404,17.771,69.556,7.427,2.059,21.71,15.321,141394.739,150782.533
Norway,1986,0.235,0.047,0.094,2.944,1.623,1.97,2.485,7.333,12.854,2.833,4.515,8.29,1.721,21.8,38.798,17.165,68.037,10.283,1.976,23.779,10.669,104589.642,111729.856
Norway,1979,0.225,0.044,0.092,2.783,1.583,1.891,2.764,5.082,12.193,,,,4.105,6.367,32.055,,,,,,,43050.0,45479.266
Palestine,2017,0.426,0.151,0.29,8.364,2.531,4.147,15.566,22.965,29.434,16.962,25.255,31.876,22.876,28.153,35.228,15.773,34.16,24.811,24.657,42.783,3.594,18334.512,23764.735
Panama,2016,0.461,0.175,0.327,10.206,2.872,4.298,16.562,21.947,27.719,23.22,29.712,36.623,16.867,25.315,31.759,18.208,30.877,21.204,25.931,38.491,23.637,6030.369,8532.688
Panama,2013,0.468,0.18,0.332,10.087,2.861,4.259,16.689,22.577,29.072,22.896,30.42,38.771,17.441,24.843,31.506,18.094,31.034,20.452,28.11,37.333,22.864,4994.483,7068.401
Panama,2010,0.477,0.189,0.346,10.707,2.904,4.456,17.533,23.144,28.496,24.668,31.778,38.052,16.051,23.137,29.337,16.238,31.319,20.665,29.534,39.134,22.641,3753.879,5413.996
Panama,2007,0.483,0.192,0.354,11.855,3.054,4.873,18.296,24.001,29.895,25.104,32.266,39.324,19.729,24.962,30.3,16.845,29.2,21.69,30.552,38.716,21.652,3000.0,4380.181
Paraguay,2020,0.443,0.163,0.3,8.205,2.682,3.797,14.359,20.329,27.326,17.2,24.387,33.051,18.24,27.167,34.374,19.903,32.844,22.866,22.495,31.985,22.341,21400000.0,29200000.0
Paraguay,2019,0.457,0.176,0.317,8.63,2.667,3.975,14.978,21.644,28.206,18.083,26.829,34.87,22.172,31.196,37.923,19.873,30.274,23.024,23.586,37.464,22.374,24000000.0,33300000.0
Paraguay,2018,0.46,0.178,0.32,8.601,2.736,3.909,14.256,20.09,25.778,17.355,24.162,31.139,20.098,29.338,34.294,18.748,33.473,23.617,22.108,30.456,20.683,22700000.0,32600000.0
Paraguay,2017,0.479,0.198,0.338,8.219,2.725,3.902,14.143,20.376,27.205,17.288,24.597,33.005,17.41,26.476,34.101,19.242,32.995,23.166,22.409,33.062,21.167,20700000.0,30800000.0
Paraguay,2016,0.489,0.202,0.354,9.6,2.857,4.145,15.852,21.925,28.46,19.496,26.649,34.832,20.651,28.752,35.515,18.807,31.244,23.3,24.278,37.151,19.823,19600000.0,29100000.0
